ACD_ID,HEADLINE,INDUSTRY
13706,Systems Analyst / Team Lead at Accenture LLP,Information Technology and Services
13707,Accenture Manager at SCAN Health Plan,Management Consulting
13709,"Director, HEINEKEN Americas",Consumer Goods
13710,Partner  Accenture,Financial Services
13711,Board Member at NEA,Primary/Secondary Education
13712,Regional Resource Development Director and Special Events Director at Austin Hatcher Foundation,Nonprofit Organization Management
13713,Controller at Dale Carnegie Minnesota,Accounting
13714,Graphic Designer at Maxco Supply,Packaging and Containers
13715,Property & Casualty Insurance Manager at Accenture,Insurance
13716,Management Consulting Analyst at Accenture,Management Consulting
13717,"Director, Sales and Service Channel Architecture, State Farm Insurance",Insurance
13718,Systems Analyst Manager at Nationwide Insurance,Financial Services
13719,CRM Sales & Services Manager at Accenture  Financial Services & Insurance,Information Technology and Services
13720,Program Manager / Senior Project Manager,Management Consulting
13721,Senior Manager at Accenture,Information Technology and Services
13722,"Business Analyst, CSM, CSP, ITIL v3 Foundations",Information Technology and Services
13723,Global Inclusion Specialist at Accenture,Information Technology and Services
13724,Managing Director at Accenture,Financial Services
13725,"VP, Business Technology at Affirmative",Insurance
13726,Experienced Consultant,Management Consulting
13727,Resource Partner at Midwest Project Partners,Computer Software
13728,Master's of Industrial Engineering Candidate in December 2013,Mechanical or Industrial Engineering
13729,Systems Business Analyst at State Farm Insurance,Insurance
13730,"Manager, Accenture Consulting",Marketing and Advertising
13731,Experienced Leader within the Insurance Advisory Practice,Insurance
13732,GEA Process Engineering,Mechanical or Industrial Engineering
13733,CEO/CTO and Co-Founder at SceneTap,Information Technology and Services
13734,"Director, E-Business at Whirlpool Corporation",Consumer Goods
13735,Director of Shared Services at Whirlpool Corporation,Computer Software
13737,at Accenture,Human Resources
13738,VP Engineering at Keen IO,Internet
13739,Consultant at Accenture,Financial Services
13740,Solution Architect at Accenture,Computer Software
13742,Medical Student at University of Minnesota,Hospital & Health Care
13743,Senior Manager at Farmers Insurance,Financial Services
13744,Project Manager at Discover Financial Services,Financial Services
13745,Consultant at Accenture,Management Consulting
13746,Producer/Project Manager,Broadcast Media
13747,Group Manager at Avanade and Information Technology and Services Consultant,Information Technology and Services
13748,Consultant at Accenture,Management Consulting
13749,Analyst at Accenture,Management Consulting
13750,"""The Fixer""",Financial Services
13751,Business Planning Analyst at salesforce.com,Information Technology and Services
13752,"Law Clerk for The Honorable Patrick C. Meade, 4th Judicial District",Hospital & Health Care
13753,Music Specialist at HOPE Community Academy,Education Management
13754,Music Specialist at HOPE Community Academy,Primary/Secondary Education
13755,"Innovative Product Manager, Community Builder and Graphic Facilitator.",Internet
13756,Manager IT at Target Corporation,Retail
13757,Accountant I at Honeywell Aerospace,Financial Services
13758,Organizational Change Management Consultant & Strategist,Management Consulting
13759,Senior Manager at Accenture  Financial Services,Insurance
13761,Senior Project Manager at Silver Spring Networks,Information Technology and Services
13762,Experienced Business Analysis Consultant,Information Technology and Services
13763,Manager at Liberty Advisor Group,Management Consulting
13764,Service Enhancement Specialist at Accenture HR Services,Human Resources
13765,Senior Manager at Accenture,Financial Services
13766,Information Technology and Services Professional,Information Technology and Services
13767,Senior Manager at Accenture,Insurance
13768,Project Management Consultant at Accenture,Information Technology and Services
13769,Manager at Accenture,Financial Services
13770,CRM and Customer Experience Consultant,Management Consulting
13771,Front Office Manager,Hospitality
13772,Senior Program Manager at Allstate,Information Technology and Services
13774,Enterprise National Account Manager at Global Knowledge,Information Technology and Services
13775,Director  PwC Advisory Services,Management Consulting
13776,Business Analyst at State Farm Insurance Headquarters at TEKsystems,Insurance
13777,Summer Legal Intern at Wabash Valley Community Foundation,Law Practice
13778,Public Health Professional,Hospital & Health Care
13779,Management Consultant  Human Capital Strategy,Management Consulting
13780,Retail IT Project Manager at Accenture,Retail
13781,"Experienced ERP Consultant & Certified Project Management Professional (PMP) at Trusted.com, LLC",Information Technology and Services
13782,Software Engineer at University of Minnesota,Higher Education
13783,Senior Manager at Accenture,Information Technology and Services
13784,Consultant at BackOffice Associates,Management Consulting
13786,Commercial Lines Product Manager at Ohio Mutual Insurance Group,Insurance
13787,Consultant at Accenture and Consumer Goods Consultant,Management Consulting
13788,Systems Administrator at The Toro Company,Information Technology and Services
13789,Business Process Specialist at Accenture Services,Management Consulting
13790,PMO Consultant at Amway Global,Information Technology and Services
13791,Global Web Merchandising Intern at Coach,Apparel & Fashion
13792,Head of Application Development at Farmers Commercial Insurance,Information Technology and Services
13793,at Walmart,Retail
13794,Lead Technical Architect at Scalable Path,Information Technology and Services
13795,Consultant at Accenture,Management Consulting
13796,"Manager  Integrated Solutions Department, Customer Care Network State Farm Insurance",Insurance
13797,Director of System Strategy at Best Buy,Information Technology and Services
13799,Industrial Engineer at Boeing,Defense & Space
13800,AVP; Operations Project Manager at Bank of America,Banking
13801,"Director  Finance at Ameriprise Financial Services, Inc.",Financial Services
13802,Product Marketing Specialist at Honeywell,Mechanical or Industrial Engineering
13803,Strategic Marketing Manager at 3M,Market Research
13804,"Specialist, Business Consulting & Analysis at Nationwide Insurance",Insurance
13805,"Director, IT Application Development, Nationwide Application Development Center",Information Technology and Services
13806,Senior Principal  Accenture Sales & Customer Services,Management Consulting
13807,Business Analyst for Randstad Technologies,Information Technology and Services
13808,Business Analyst at Array Health,Information Technology and Services
13809,Procurement Specialist/Contractor Staffing at Accenture,Staffing and Recruiting
13810,Finance Manager at Accenture,Financial Services
13812,"Supervisor, Data Center Operations, The Toro Company",Consumer Goods
13813,Sr. Manager at Accenture,Information Technology and Services
13814,Business Analyst at State Farm Insurance,Insurance
13817,Sr. Analyst at Hunt Oil Company,Program Development
13818,Business Systems Division Program Lead at Comcast,Telecommunications
13819,Recruiter at Accenture,Staffing and Recruiting
13820,Talent Management Leader  BPO  Aon Hewitt,Human Resources
13821,Process Management Consultant at Nationwide Insurance,Information Technology and Services
13822,Senior Manager at Accenture,Financial Services
13823,Business Analyst at Markel Corp (formerly Alterra),Insurance
13824,Fashionista of Fabulous Couture Designer Aprons & PinUp Model,Apparel & Fashion
13825,Change Management Consultant at Accenture,Management Consulting
13826,Manager at Accenture,Financial Services
13827,Director  Commercial Product Development at Farmers Insurance,Financial Services
13828,"Account Manager at Accenture (Blue Cross and Blue Shield of Illinois, New Mexico, Oklahoma & Texas)",Computer Software
13829,Director at Farmers Insurance,Insurance
13830,"Senior Management Consultant, Financial Services and Property & Casualty Insurance",Management Consulting
13831,Director of Quality Assurance and Testing at Cigna,Information Technology and Services
13833,Securities,Information Technology and Services
13834,Manager at Accenture Interactive,Management Consulting
13835,Consultant at Solution Design Group,Computer Software
13836,Health care and Public Services Consultant at Accenture,Hospital & Health Care
13837,Software Engineer at Accenture Technology Solutions,Information Technology and Services
13838,Systems Analyst at Nationwde,Information Technology and Services
13839,Consultant at Accenture,Insurance
13840,"Manager,SAP FI-CO at Accenture.",Information Technology and Services
13841,Recruiting & Sourcing Consultant at Orchard Talent,Information Technology and Services
13842,"Managing Director, Technology Growth Platform Lead for Connected Health, Health & Public Service at  Accenture",Hospital & Health Care
13843,Telecommunications Transformation Architect,Telecommunications
13844,Project Manager at The Cambridge Group,Management Consulting
13845,Senior Project Manager at TEKsystems,Information Technology and Services
13846,Product manager at Medtronic,Medical Devices
13847,Manager at Accenture,Information Technology and Services
13848,Manager at Ernst & Young,Financial Services
13849,"Director, IT Process Management at Nationwide Insurance",Insurance
13851,Oracle Consultant at Accenture,Information Technology and Services
13852,Manager at Accenture,Information Technology and Services
13854,Organizational Change Management and Learning Professional,Management Consulting
13855,Managing Director at Accenture,Insurance
13856,Senior Manager at Accenture,Management Consulting
13857,Partner  Financial Services at Accenture,Insurance
13858,Business Consultant at Accenture,Information Technology and Services
13859,Senior Principal Consultant with NTT Data,Information Technology and Services
